Time,Run,Nature,Culture,LTM,MaxLTM,RC,UR
4900,3,0,1,45.3,45.3,0.301,1.21
4950,3,0,1,45.9,46,0.301,1.01
5000,3,0,1,46.1,46.1,0.301,0.76
0,4,0,1,49.7,49.7,0.7,8
50,4,0,1,38.3,51.2,0.79,55.77
100,4,0,1,36.4,50.8,0.8,61.72
150,4,0,1,38.2,50.9,0.84,60.44
200,4,0,1,38.5,51.3,0.87,59.64
250,4,0,1,29.7,49.9,0.8,64
300,4,0,1,35.9,51,0.69,53.06
350,4,0,1,36.2,49.6,0.92,64
400,4,0,1,37.8,48.9,0.94,64
450,4,0,1,34.9,48,0.98,60.84
500,4,0,1,37.2,48,0.95,62.82
550,4,0,1,34,48.3,0.98,62.62
600,4,0,1,33.8,45.4,1,61.96
650,4,0,1,32,45.5,0.9,60.79
700,4,0,1,34.9,45.4,0.86,62.7
750,4,0,1,36.3,44,0.9,64
800,4,0,1,39.4,44.2,0.88,61.41
850,4,0,1,34.1,43.9,0.98,62.93
900,4,0,1,35.4,44.5,1,63.9
950,4,0,1,33.8,43.9,0.95,59.62
1000,4,0,1,36.4,45.4,0.95,40.92
1050,4,0,1,34.9,45.9,0.98,61.61
1100,4,0,1,30.9,47.2,0.9,63.2
1150,4,0,1,39,46,0.89,61.29
1200,4,0,1,36.6,45.3,0.8,37.79
1250,4,0,1,31.3,42,0.85,63.7
1300,4,0,1,36.6,44,0.69,63.2
1350,4,0,1,29.6,44.9,0.68,59.68
1400,4,0,1,42,45,0.68,51.94
1450,4,0,1,35.7,47.2,0.71,63.2
1500,4,0,1,34.7,47.5,0.7,60.76
1550,4,0,1,35.3,49.9,0.88,58.91
1600,4,0,1,35.8,49.1,0.72,44.64
1650,4,0,1,37.5,48.5,0.8,50.38
1700,4,0,1,36.3,47.9,0.79,62
1750,4,0,1,35.2,47.2,0.89,63.12
1800,4,0,1,36.4,47.2,0.97,63.8
1850,4,0,1,36.7,46,0.93,57.66
1900,4,0,1,36,44.8,0.95,62.97
1950,4,0,1,37.5,45,0.76,62.4
2000,4,0,1,32.9,44.7,0.54,54.09
2050,4,0,1,32.3,44,0.51,63.21
2100,4,0,1,37.5,43.9,0.45,36.37
2150,4,0,1,35.9,44.2,0.41,50.53
2200,4,0,1,43,43.1,0.21,1.17
2250,4,0,1,42.8,42.8,0.1,0.38
2300,4,0,1,41.7,41.7,0.16,0.56
2350,4,0,1,42.2,42.2,0.32,0.9
2400,4,0,1,42.2,42.2,0.37,0.67
2450,4,0,1,43.6,43.6,0.37,2.32
2500,4,0,1,42.2,42.3,0.3,1.31
2550,4,0,1,42.5,42.5,0.19,0.41
2600,4,0,1,42.2,42.2,0.28,1.22
2650,4,0,1,40.8,40.8,0.33,1.29
2700,4,0,1,41,41,0.41,2.17
2750,4,0,1,41.7,41.7,0.37,1.97
2800,4,0,1,40.7,40.7,0.46,1.92
2850,4,0,1,41.5,41.5,0.5,27.88
2900,4,0,1,35.6,42.7,0.67,57.87
2950,4,0,1,30.3,43.6,0.55,63.12
3000,4,0,1,34.5,44.7,0.4,44.37
3050,4,0,1,37.3,44,0.34,40.9
3100,4,0,1,44,44,0.29,1.64
3150,4,0,1,43.8,43.8,0.35,0.88
3200,4,0,1,44.9,44.9,0.23,0.71
3250,4,0,1,45,45,0.2,0.44
3300,4,0,1,45.3,45.3,0.23,0.62
3350,4,0,1,47,47,0.12,0.3
3400,4,0,1,48,48,0.07,0.16
3450,4,0,1,47.8,47.8,0.011,0.19
3500,4,0,1,47,47,0.001,0.22
3550,4,0,1,46.5,46.5,0.161,0.64
3600,4,0,1,46.4,46.5,0.061,0.21
3650,4,0,1,46.9,46.9,0.211,0.77
3700,4,0,1,45.9,46,0.071,0.24
3750,4,0,1,43,43,0.011,0.11
3800,4,0,1,44.5,44.5,0.001,0.2
3850,4,0,1,46.5,46.5,0.001,0.1
3900,4,0,1,46,46,0.071,0.49
3950,4,0,1,48,48,0.101,0.36
4000,4,0,1,50.1,50.3,0.141,0.82
4050,4,0,1,50.4,50.9,0.091,0.39
4100,4,0,1,50.6,51.2,0.011,0.22
4150,4,0,1,49.7,49.8,0.101,0.42
4200,4,0,1,49.2,49.3,0.071,0.44
4250,4,0,1,48.5,49,0.031,0.3
4300,4,0,1,50.9,50.9,0.001,0.16
4350,4,0,1,53,53.1,0.081,0.36
4400,4,0,1,53.3,53.3,0.101,0.32
4450,4,0,1,55.4,55.5,0.091,0.59
4500,4,0,1,53.3,53.7,0.161,0.5
4550,4,0,1,53.1,54.1,0.361,6.01
4600,4,0,1,51.7,54.9,0.301,10.47
4650,4,0,1,51.5,53.8,0.401,37.41
4700,4,0,1,40.2,54.7,0.391,40.81
4750,4,0,1,52.2,53.8,0.381,10.2
4800,4,0,1,52.1,52.2,0.221,0.77
4850,4,0,1,53.9,54,0.101,0.24
4900,4,0,1,53.9,54,0.131,0.42
4950,4,0,1,53.6,53.6,0.061,0.59
5000,4,0,1,54,54.4,0.031,0.33
0,5,0,1,49.8,49.8,0.7,8
50,5,0,1,31.5,52.9,0.8,61.06
100,5,0,1,35,52.9,0.73,48.83
150,5,0,1,36.2,52,0.89,60.39
200,5,0,1,38.7,51.1,0.91,62.72
250,5,0,1,34.9,51.8,0.99,63.7
300,5,0,1,35.9,49.6,0.99,62.74
350,5,0,1,32.2,50,0.93,62.13
400,5,0,1,37.7,49,0.92,60.18
450,5,0,1,36.4,49.5,0.94,60.81
500,5,0,1,36.4,48,0.82,60.77
550,5,0,1,34.3,47.6,0.86,62.6
600,5,0,1,34.3,48.9,0.76,54.66
650,5,0,1,35.7,49.8,0.75,64
700,5,0,1,42.9,49.8,0.82,42.67
750,5,0,1,31.9,48,0.96,55.14
800,5,0,1,34.4,49.1,0.84,61.83
850,5,0,1,41.8,49.4,0.8,52.48
900,5,0,1,38.6,47.9,0.98,43.97
950,5,0,1,37.1,46.9,1,61.87
1000,5,0,1,36.1,45.6,1,61.44
1050,5,0,1,37,44.7,1,60.6
1100,5,0,1,35.8,42.9,0.93,57.2
1150,5,0,1,37.3,42.7,0.81,64
1200,5,0,1,36.2,43,1,63.6
1250,5,0,1,33.7,43.3,0.89,41.13
1300,5,0,1,33.8,42.4,1,63.8
1350,5,0,1,31,39.9,1,62.88
1400,5,0,1,30.6,40.1,0.95,59.51
1450,5,0,1,33.2,39,0.99,63.9
1500,5,0,1,33.3,39.1,1,61.71
1550,5,0,1,35.6,40.8,1,61.63
1600,5,0,1,34.3,40,0.96,61.36
1650,5,0,1,34.3,39.5,0.92,58.67
1700,5,0,1,32.5,39.1,1,63.6
1750,5,0,1,33.4,37.7,0.77,48.87
1800,5,0,1,30,35.7,0.98,62.81
1850,5,0,1,31.1,34,0.99,63.8
1900,5,0,1,31.6,33.9,0.95,63.9
1950,5,0,1,30.6,35,1,61.47
2000,5,0,1,29.8,35.1,1,62.09
2050,5,0,1,32.5,34,1,64
2100,5,0,1,30.3,35,1,61.64
2150,5,0,1,30.6,32.9,1,61.77
2200,5,0,1,29.2,33.7,1,59.27
2250,5,0,1,31.5,33,0.96,63.6
2300,5,0,1,29,33.1,0.98,62.66
2350,5,0,1,30.5,33,0.97,52.48
2400,5,0,1,27.6,32.4,0.65,47.51
2450,5,0,1,31.2,32.7,0.84,54.61
2500,5,0,1,31.5,33.8,0.85,64
2550,5,0,1,29.8,32.6,0.79,52.77
2600,5,0,1,31.2,33.2,0.75,49.38
2650,5,0,1,30.6,34.7,0.76,60.56
2700,5,0,1,31.3,36,0.72,53.79
2750,5,0,1,32.9,37.1,0.59,49.18
2800,5,0,1,36.1,38.9,0.52,29.69
2850,5,0,1,38.7,38.8,0.29,1.1
2900,5,0,1,38,38,0.32,1.3
2950,5,0,1,38.8,38.8,0.22,0.64
3000,5,0,1,36.1,36.1,0.29,0.96
3050,5,0,1,37,37,0.19,0.5
3100,5,0,1,37.8,37.8,0.3,0.91
3150,5,0,1,35.6,35.6,0.33,1
3200,5,0,1,37,37,0.041,0.13
3250,5,0,1,37,37,0.001,0.08
3300,5,0,1,36.6,36.6,0.011,0.07
3350,5,0,1,36,36.1,0.081,0.4
3400,5,0,1,36.4,36.4,0.201,0.69
3450,5,0,1,37.3,37.3,0.291,0.44
3500,5,0,1,37.1,37.1,0.451,2.09
3550,5,0,1,37.9,37.9,0.521,2.33
3600,5,0,1,38.4,38.4,0.601,3.03
3650,5,0,1,38.1,38.1,0.771,5.64
3700,5,0,1,38,38,0.581,3.54
3750,5,0,1,37.9,37.9,0.591,2.56
3800,5,0,1,40.5,40.5,0.641,3.54
3850,5,0,1,41.9,42,0.611,4.63
3900,5,0,1,36.1,42.2,0.611,58.42
3950,5,0,1,36.7,42.7,0.701,55.1
4000,5,0,1,29.9,42,0.901,62.5
4050,5,0,1,35.5,40.7,0.99,48.37
4100,5,0,1,34.5,40.4,0.77,63.01
4150,5,0,1,33.8,38.4,0.7,35.57
4200,5,0,1,34.1,38.1,0.71,63.7
4250,5,0,1,33.2,38.6,0.7,63.8
4300,5,0,1,30.6,39,0.7,56.12
4350,5,0,1,34.8,39.3,0.83,59.23
4400,5,0,1,31.1,39,0.82,62.16
4450,5,0,1,30.4,39.2,0.97,61.98
4500,5,0,1,36.1,39.9,0.98,62.79
4550,5,0,1,33.2,39,1,63.1
4600,5,0,1,33.3,40,1,62.04
4650,5,0,1,35,40.2,0.89,64
4700,5,0,1,31,40.8,0.61,53.41
4750,5,0,1,34.3,40.2,0.75,56.54
4800,5,0,1,36.8,41.8,0.51,55.76
4850,5,0,1,43,43,0.34,1.01
4900,5,0,1,42.2,42.2,0.22,0.94
4950,5,0,1,44,44,0.1,0.22
5000,5,0,1,43.1,43.1,0.09,0.36
0,6,0,1,49.6,49.6,0.7,8
50,6,0,1,36.1,52.8,0.61,49.01
100,6,0,1,36,53.1,0.72,37.47
150,6,0,1,40,53,0.6,55.21
200,6,0,1,40.3,53.9,0.58,51.2
250,6,0,1,33.7,54,0.78,55.11
300,6,0,1,34.4,55.3,0.71,60.93
350,6,0,1,33,56.6,0.7,60.87
400,6,0,1,42.5,57.5,0.61,53.09
450,6,0,1,37.5,56.5,0.56,52.76
500,6,0,1,33.7,58,0.71,63.2
550,6,0,1,37.5,57,0.81,63.5
600,6,0,1,38,57.1,0.75,58.2
650,6,0,1,38.9,56,1,62.13
700,6,0,1,39.3,55.9,0.94,60.82
750,6,0,1,36.3,55.6,0.8,62.67
800,6,0,1,42.2,57.8,0.69,48.52
850,6,0,1,38.5,58.8,0.71,37.27
900,6,0,1,38.2,57.7,0.7,49.74
950,6,0,1,35.2,59,0.8,63.04
1000,6,0,1,31.4,59,0.75,63.5
1050,6,0,1,38.3,60.5,0.82,63.38
1100,6,0,1,34.4,61,0.75,59.52
1150,6,0,1,36.1,62,0.81,63.8
1200,6,0,1,33,62,0.86,61.78
1250,6,0,1,34.6,62.1,0.74,53.36
1300,6,0,1,35.7,61.7,0.79,54.86
1350,6,0,1,39.5,60.9,0.8,63.28
1400,6,0,1,35.9,61.2,0.48,36.62
1450,6,0,1,49.8,62.2,0.4,40.12
1500,6,0,1,53,62,0.38,27.31
1550,6,0,1,42.8,63.1,0.5,47.03
1600,6,0,1,45.1,63,0.38,45.89
1650,6,0,1,59.9,61.7,0.3,0.99
1700,6,0,1,56.5,61.7,0.011,0.33
1750,6,0,1,60,60,0.001,0.12
1800,6,0,1,60.3,61,0.001,0.3
1850,6,0,1,60.8,61.1,0.101,0.41
1900,6,0,1,59.5,60,0.011,0.2
1950,6,0,1,59.9,60,0.101,0.52
2000,6,0,1,61.5,61.8,0.051,0.36
2050,6,0,1,62.2,62.2,0.101,0.71
2100,6,0,1,60.6,60.8,0.141,0.28
2150,6,0,1,60.8,62.3,0.001,0.24
2200,6,0,1,59.4,62.4,0.101,0.44
2250,6,0,1,62.1,62.6,0.131,0.69
2300,6,0,1,63,63,0.191,0.6
2350,6,0,1,45.9,62.6,0.361,47.39
2400,6,0,1,58.3,63.1,0.291,13.3
2450,6,0,1,56.5,63.6,0.401,40.64
2500,6,0,1,43.8,63,0.411,44.23
2550,6,0,1,42.7,63,0.391,45.79
2600,6,0,1,47.8,63,0.401,18.87
2650,6,0,1,39.6,62.3,0.501,47.26
2700,6,0,1,37.1,60,0.511,63.02
2750,6,0,1,42.1,59.7,0.491,49.24
2800,6,0,1,49.5,61.2,0.331,43.52
2850,6,0,1,41.9,63,0.441,34.16
2900,6,0,1,33.7,62.1,0.741,60.62
2950,6,0,1,34.2,61.9,0.701,59.64
3000,6,0,1,34.1,61.2,0.791,64
3050,6,0,1,33.2,62.8,0.801,61.23
3100,6,0,1,37.9,60.8,0.98,63.08
3150,6,0,1,37.4,60.2,0.801,64
3200,6,0,1,38.1,60.1,1,57.59
3250,6,0,1,33.8,59.3,0.99,63.62
3300,6,0,1,38.6,58.8,0.97,55.44
3350,6,0,1,39.8,61.8,0.93,48.12
3400,6,0,1,41.6,63.3,0.89,55.57
3450,6,0,1,35.1,65.8,0.9,62.38
3500,6,0,1,44.7,63.1,0.9,58.36
3550,6,0,1,33.2,63.3,0.83,63.02
3600,6,0,1,39.5,62.5,0.62,48.12
3650,6,0,1,38.1,60.8,0.7,56.48
3700,6,0,1,40.7,61,0.7,36.42
3750,6,0,1,34.3,59.6,0.76,59.42
3800,6,0,1,37.5,61.2,0.79,63.22
3850,6,0,1,41,61.6,0.69,54.14
3900,6,0,1,41.3,63,0.7,55.86
3950,6,0,1,32.3,63,0.7,60.41
4000,6,0,1,48.6,63,0.55,33.19
4050,6,0,1,39.8,61.3,0.44,44.3
4100,6,0,1,59.6,61.2,0.23,1.18
4150,6,0,1,59.4,62.4,0.38,7.73
4200,6,0,1,62.1,64.1,0.23,1.21
4250,6,0,1,62.2,63.7,0.32,1.07
4300,6,0,1,62.2,63.4,0.29,8.5
4350,6,0,1,62.5,63,0.25,0.54
4400,6,0,1,60.2,61.5,0.19,0.47
4450,6,0,1,48.3,61.7,0.38,22.86
4500,6,0,1,53.6,63,0.41,30.88
4550,6,0,1,45.7,62.2,0.37,29.19
4600,6,0,1,43.9,61.1,0.4,40.79
4650,6,0,1,54,61.1,0.42,35.51
4700,6,0,1,40.3,60,0.5,39.58
4750,6,0,1,37.3,60.2,0.57,55.51
4800,6,0,1,39.8,62.9,0.65,60.38
4850,6,0,1,40.9,63.1,0.68,59.28
4900,6,0,1,39.4,63.6,0.69,53.86
4950,6,0,1,33.4,64.5,0.59,60.12
5000,6,0,1,36,68.9,0.6,58.4
0,7,0,1,50,50,0.7,8
50,7,0,1,33.3,45,0.72,60.82
100,7,0,1,34.7,44.9,0.68,60.94
150,7,0,1,39.2,45.1,0.63,48.71
200,7,0,1,35.1,46,0.61,57.18
250,7,0,1,34.9,43.9,0.67,42.07
300,7,0,1,32,45,0.56,55.32
350,7,0,1,38.6,46.1,0.53,42.12
400,7,0,1,39.2,46.4,0.49,43.76
450,7,0,1,38.4,45.7,0.51,61.9
500,7,0,1,37.9,43.7,0.41,57.91
550,7,0,1,30.4,42.9,0.54,60.94
600,7,0,1,41.1,41.2,0.36,28.77
650,7,0,1,36.5,41,0.29,29.11
700,7,0,1,41.3,41.3,0.21,3.2
750,7,0,1,41,41,0.24,0.88
800,7,0,1,41.4,41.4,0.11,0.37
850,7,0,1,42.3,42.3,0.031,0.09
900,7,0,1,42.5,42.5,0.001,0.09
950,7,0,1,42.9,42.9,0.001,0.11
1000,7,0,1,42.9,42.9,0.001,0.08
1050,7,0,1,42.9,42.9,0.041,0.11
1100,7,0,1,42.5,42.6,0.081,0.42
1150,7,0,1,43,43,0.091,0.36
1200,7,0,1,41.7,41.7,0.081,0.1
1250,7,0,1,41.1,41.1,0.061,0.23
1300,7,0,1,42,42,0.021,0.21
1350,7,0,1,41.1,41.1,0.001,0.1
1400,7,0,1,40.8,40.8,0.021,0.1
1450,7,0,1,39.3,39.3,0.031,0.12
1500,7,0,1,38.8,38.8,0.061,0.13
1550,7,0,1,36.8,36.8,0.101,0.38
1600,7,0,1,35.8,35.8,0.221,0.57
1650,7,0,1,36,36,0.301,0.9
1700,7,0,1,36,36,0.311,0.96
1750,7,0,1,36.8,36.8,0.311,0.8
1800,7,0,1,37,37,0.421,1.33
1850,7,0,1,37,37,0.411,1.27
1900,7,0,1,38.4,38.4,0.351,1.33
1950,7,0,1,40.7,40.7,0.451,1.82
2000,7,0,1,41,41,0.401,1.77
2050,7,0,1,38.3,38.3,0.421,1.91
2100,7,0,1,38.8,38.8,0.301,0.84
2150,7,0,1,38,38,0.001,0.01
2200,7,0,1,38,38,0.231,0.62
2250,7,0,1,37,37,0.381,1.14
2300,7,0,1,37.6,37.6,0.451,2.26
2350,7,0,1,38.4,38.4,0.491,1.94
2400,7,0,1,38.1,38.1,0.511,1.47
2450,7,0,1,35.9,35.9,0.561,2.33
2500,7,0,1,35.6,35.6,0.541,1.92
2550,7,0,1,36,36,0.601,4.33
2600,7,0,1,33.8,33.8,0.641,1.36
2650,7,0,1,33.9,33.9,0.711,3.24
2700,7,0,1,32.2,32.2,0.531,2.04
2750,7,0,1,32.8,32.8,0.411,1.14
2800,7,0,1,32.9,32.9,0.521,2.44
2850,7,0,1,32.3,32.3,0.501,1.32
2900,7,0,1,31.8,31.8,0.601,2.77
2950,7,0,1,29.2,29.2,0.711,1.59
3000,7,0,1,28.7,28.7,0.791,2.33
3050,7,0,1,29,29,0.821,3.16
3100,7,0,1,26.9,26.9,0.801,2.41
3150,7,0,1,27,27,0.901,3.8
3200,7,0,1,28,28,0.99,6.67
3250,7,0,1,27.8,27.8,0.94,3.22
3300,7,0,1,28.2,28.2,0.96,3.01
3350,7,0,1,29,29,0.91,7.62
3400,7,0,1,27.2,27.2,0.86,3.63
3450,7,0,1,27,27,0.84,3.44
3500,7,0,1,25.3,25.3,0.82,2.48
3550,7,0,1,23.9,23.9,0.58,1.5
3600,7,0,1,24.3,24.3,0.4,0.61
3650,7,0,1,23.9,23.9,0.44,0.61
3700,7,0,1,22.9,22.9,0.49,1.17
3750,7,0,1,20.8,20.8,0.39,0.62
3800,7,0,1,20.6,20.6,0.3,0.2
3850,7,0,1,21.8,21.8,0.56,1.02
3900,7,0,1,22.3,22.3,0.62,0.87
3950,7,0,1,21.9,21.9,0.57,0.5
4000,7,0,1,23.3,23.3,0.61,1.32
4050,7,0,1,24.6,24.6,0.55,0.66
4100,7,0,1,21.7,21.7,0.77,1.29
4150,7,0,1,20.6,20.6,0.88,1.5
4200,7,0,1,20.1,20.1,0.77,1.28
4250,7,0,1,19.9,19.9,0.79,1.19
4300,7,0,1,21.6,21.6,0.95,1.49
4350,7,0,1,22.1,22.1,0.86,1.44
4400,7,0,1,22.9,22.9,1,3.54
4450,7,0,1,22.6,22.6,0.93,3.47
4500,7,0,1,21,21,0.84,1.37
4550,7,0,1,21.1,21.1,0.75,1.68
4600,7,0,1,21,21,0.7,0.92
4650,7,0,1,20.4,20.4,0.69,0.63
4700,7,0,1,20.9,20.9,0.57,0.89
4750,7,0,1,19.1,19.1,0.67,0.88
4800,7,0,1,19,19,0.58,0.76
4850,7,0,1,18.2,18.2,0.48,0.62
4900,7,0,1,15.3,15.3,0.52,0.24
4950,7,0,1,15.3,15.3,0.55,0.37
5000,7,0,1,14.2,14.2,0.4,0.33
0,8,0,1,49.7,49.7,0.7,8
50,8,0,1,36.8,49.7,0.73,60.22
100,8,0,1,32.8,50,0.66,60.73
150,8,0,1,33.4,48,0.64,56.11
200,8,0,1,33.6,47,0.62,60.1
250,8,0,1,40.6,48.1,0.34,40.56
300,8,0,1,46.9,49,0.37,31.27
350,8,0,1,47.5,50.3,0.29,31.87
400,8,0,1,41.5,49.5,0.42,56.38
450,8,0,1,46.1,49,0.4,50.02
500,8,0,1,46.8,49.1,0.28,12.38
550,8,0,1,36.8,48.5,0.38,46.98
600,8,0,1,37.3,48.2,0.33,34.29
650,8,0,1,47.7,47.8,0.3,1.04
700,8,0,1,47.9,48,0.3,1.26
750,8,0,1,40.1,48,0.36,32.96
800,8,0,1,39.5,47.9,0.43,41.34
850,8,0,1,41,47.9,0.35,53.56
900,8,0,1,39.3,47.3,0.37,41.48
950,8,0,1,35.1,45.9,0.4,44.56
1000,8,0,1,38.5,45.4,0.4,41
1050,8,0,1,38.9,42.9,0.31,30.17
1100,8,0,1,42,42,0.31,1.19
1150,8,0,1,41.8,41.8,0.38,1.09
1200,8,0,1,41.9,41.9,0.4,1.07
1250,8,0,1,40.8,40.8,0.34,0.77
1300,8,0,1,41.4,41.4,0.35,1.07
1350,8,0,1,39.3,39.3,0.64,3.22
1400,8,0,1,35.7,39,0.63,43.5
1450,8,0,1,33.2,38.1,0.55,59.03
1500,8,0,1,36.2,39.1,0.5,47.42
1550,8,0,1,34.4,40.1,0.5,56.12
1600,8,0,1,33.6,38.9,0.49,53.84
1650,8,0,1,35.9,38.8,0.4,39.93
1700,8,0,1,32.8,38.6,0.46,43.53
1750,8,0,1,35.5,39,0.57,57.12
1800,8,0,1,38.5,39.2,0.43,33.43
1850,8,0,1,34,38.6,0.48,49.8
1900,8,0,1,34.8,40.3,0.38,38.36
1950,8,0,1,41.6,41.6,0.21,0.87
2000,8,0,1,40,40,0.26,0.67
2050,8,0,1,42.9,42.9,0.37,1.93
2100,8,0,1,39.9,45.1,0.48,57.64
2150,8,0,1,36.7,44.9,0.49,56.41
2200,8,0,1,34.2,43.1,0.59,51.79
2250,8,0,1,35.7,42,0.51,52.07
2300,8,0,1,36.6,42.2,0.49,58.18
2350,8,0,1,34,44.4,0.46,60.84
2400,8,0,1,36,45.5,0.58,59.23
2450,8,0,1,31.7,47.3,0.5,59.18
2500,8,0,1,36.7,44.8,0.48,56.52
2550,8,0,1,39.4,48,0.39,37.97
2600,8,0,1,48.5,48.5,0.24,0.86
2650,8,0,1,38.8,50,0.51,54.13
2700,8,0,1,38.6,49,0.59,61.78
2750,8,0,1,33.2,49,0.54,55.96
2800,8,0,1,39.5,49.5,0.58,61.67
2850,8,0,1,35,49,0.71,64
2900,8,0,1,35.6,49,0.66,60.56
2950,8,0,1,38.3,47.3,0.61,58.59
3000,8,0,1,35.7,46.8,0.6,58.44
3050,8,0,1,34,46.9,0.71,55.47
3100,8,0,1,37.3,48.1,0.8,45.97
3150,8,0,1,33.5,47.7,0.71,64
3200,8,0,1,40.5,47,0.77,57.51
3250,8,0,1,32.7,46.9,0.71,60.68
3300,8,0,1,35.5,47,0.8,62.4
3350,8,0,1,35.7,46,0.8,37.21
3400,8,0,1,34.8,46.1,0.73,55.62
3450,8,0,1,34.3,47.4,0.69,64
3500,8,0,1,40.2,47.1,0.6,40.52
3550,8,0,1,33.2,47.1,0.6,55.09
3600,8,0,1,37.8,47.1,0.57,38.21
3650,8,0,1,35.8,46.9,0.54,53.56
3700,8,0,1,35.6,46.4,0.62,59.1
3750,8,0,1,35.6,47,0.8,42.11
3800,8,0,1,37.4,46.7,0.9,60.56
3850,8,0,1,36.4,47.5,0.95,60.17
3900,8,0,1,33.2,44.7,0.89,61.41
3950,8,0,1,39.4,43.1,0.75,57.51
4000,8,0,1,34,42,0.89,63.9
4050,8,0,1,32.9,41.8,0.93,62.39
4100,8,0,1,31.7,42,1,63.8
4150,8,0,1,34.4,42.8,0.84,58.89
4200,8,0,1,35.8,43.1,0.7,61.87
4250,8,0,1,35.2,43,0.72,60.26
4300,8,0,1,35.8,42,0.9,59.53
4350,8,0,1,36.1,41.9,0.98,62.52
4400,8,0,1,30.5,39.9,0.98,63.5
4450,8,0,1,34.1,40,0.93,62.57
4500,8,0,1,30.2,41.4,1,62.71
4550,8,0,1,35.1,42.1,0.94,51.73
4600,8,0,1,33.6,41.9,1,63.8
4650,8,0,1,35.7,40.6,0.92,61.3
4700,8,0,1,35.4,40.7,0.9,59.29
4750,8,0,1,32.4,43.5,0.68,64
4800,8,0,1,35.8,43,0.51,58.57
4850,8,0,1,34,43.1,0.44,59.28
4900,8,0,1,36.8,42.8,0.57,52.61
4950,8,0,1,38.2,43,0.52,58.03
5000,8,0,1,38.6,42,0.4,42.17
0,9,0,1,49.7,49.7,0.7,8
50,9,0,1,37.5,48.5,0.61,58.11
100,9,0,1,38.8,49.6,0.59,51.47
150,9,0,1,33.4,50.9,0.65,60.7
200,9,0,1,36.6,50.3,0.53,54.04
250,9,0,1,34.3,48.8,0.55,55.93
300,9,0,1,34.5,48.8,0.65,62.12
350,9,0,1,38.6,48.4,0.71,55.08
400,9,0,1,35.5,48.1,0.82,40.91
450,9,0,1,34.3,47.9,0.79,63.7
500,9,0,1,36.5,47.3,0.66,63.9
550,9,0,1,32.9,47,0.56,63.03
600,9,0,1,44.9,49.1,0.49,40.1
650,9,0,1,35,48.6,0.62,57.61
700,9,0,1,37.6,50.7,0.48,52.2
750,9,0,1,36,52.5,0.53,52.27
800,9,0,1,35,52.4,0.45,61.3
850,9,0,1,36.8,52,0.56,43.69
900,9,0,1,40.4,51.6,0.59,44.76
950,9,0,1,40.4,51.1,0.56,31.9
1000,9,0,1,45.9,50.6,0.4,36.21
1050,9,0,1,49.5,49.7,0.2,0.61
1100,9,0,1,46.7,50.1,0.3,17.69
1150,9,0,1,34.1,50,0.44,58.76
1200,9,0,1,35.9,50.6,0.65,64
1250,9,0,1,36.5,49.1,0.8,56.18
1300,9,0,1,37.8,49,0.76,55.14
1350,9,0,1,41.8,49,0.76,57.22
1400,9,0,1,35.7,50.9,0.8,59.16
1450,9,0,1,39.8,51.6,0.8,54.93
1500,9,0,1,39.7,50.4,0.78,63.02
1550,9,0,1,38.7,50.9,0.78,51.12
1600,9,0,1,37.3,50.3,0.48,51.42
1650,9,0,1,42.3,50,0.41,46.8
1700,9,0,1,46.9,50,0.38,17.48
1750,9,0,1,39.5,49.7,0.43,50.5
1800,9,0,1,40.8,50.2,0.39,31.29
1850,9,0,1,34.8,50,0.41,46.33
1900,9,0,1,47.7,51,0.27,6.86
1950,9,0,1,39.8,49.5,0.38,52.38
2000,9,0,1,44.5,49,0.43,31.81
2050,9,0,1,49,49,0.29,3.18
2100,9,0,1,49.5,49.8,0.44,1.81
2150,9,0,1,39.4,52,0.62,46.3
2200,9,0,1,31.6,51,0.64,64
2250,9,0,1,34.8,51,0.61,44.72
2300,9,0,1,44.1,50.5,0.55,51.63
2350,9,0,1,49,49.9,0.3,6.78
2400,9,0,1,44.3,49.8,0.39,48.44
2450,9,0,1,39.1,49.8,0.5,56.69
2500,9,0,1,37.2,49,0.53,60.12
2550,9,0,1,40.1,49,0.43,50.24
2600,9,0,1,47.7,47.7,0.14,0.48
2650,9,0,1,47.3,47.3,0.24,1
2700,9,0,1,42.9,47,0.36,41.56
2750,9,0,1,45.2,47,0.39,48.74
2800,9,0,1,40.4,47.4,0.5,35.92
2850,9,0,1,41.5,47,0.5,41.96
2900,9,0,1,31.6,46,0.6,57.67
2950,9,0,1,40.1,45.7,0.69,54.94
3000,9,0,1,34.9,46.9,0.61,62.4
3050,9,0,1,39.8,47.1,0.7,48.37
3100,9,0,1,35.7,48,0.69,60.13
3150,9,0,1,38.2,48.4,0.89,36.82
3200,9,0,1,34,47.8,0.89,60
3250,9,0,1,33.7,46.2,0.88,56.99
3300,9,0,1,39.1,46,0.8,59.8
3350,9,0,1,35.8,46.4,0.85,63.6
3400,9,0,1,33.6,43.6,0.86,63.9
3450,9,0,1,33.1,44.5,0.92,63.8
3500,9,0,1,38,47.2,0.95,59.67
3550,9,0,1,37.4,46.5,0.99,63.48
3600,9,0,1,36.6,45,1,63.6
3650,9,0,1,33.3,43.7,0.98,61.24
3700,9,0,1,33.3,42.8,0.97,62.4
3750,9,0,1,35.6,43.3,0.98,62.69
3800,9,0,1,33.4,42.3,0.91,64
3850,9,0,1,32.2,42,0.99,62.99
3900,9,0,1,33.5,41,1,53.18
