Time,Run,Nature,Culture,LTM,MaxLTM,RC,UR
2350,1,0,0,25.2,25.3,0.95,2.77
2400,1,0,0,24.2,24.6,1,1.76
2450,1,0,0,24.6,24.6,1,4.56
2500,1,0,0,24.6,24.6,0.98,2.94
2550,1,0,0,24.1,24.1,0.97,2.74
2600,1,0,0,25,25,1,3.43
2650,1,0,0,26.3,26.3,0.9,2.5
2700,1,0,0,27.7,27.7,0.9,5.01
2750,1,0,0,29.2,29.2,0.75,2.43
2800,1,0,0,29.1,29.1,0.87,2.77
2850,1,0,0,29.8,29.8,0.95,6.21
2900,1,0,0,30.1,30.1,0.89,4.44
2950,1,0,0,32.4,32.4,0.89,5.74
3000,1,0,0,32.3,32.3,0.98,7.27
3050,1,0,0,33,33,1,11.29
3100,1,0,0,32,32,0.8,3.78
3150,1,0,0,32,32,0.61,3.21
3200,1,0,0,31.8,31.8,0.61,1.5
3250,1,0,0,31.1,31.1,0.78,3.44
3300,1,0,0,33.8,33.8,0.71,2.79
3350,1,0,0,34,34,0.9,7.44
3400,1,0,0,34.1,34.1,0.95,10.58
3450,1,0,0,34,34,1,12.71
3500,1,0,0,32.8,32.8,1,11.23
3550,1,0,0,34.2,34.2,1,13.34
3600,1,0,0,35.7,35.7,0.93,8.42
3650,1,0,0,35.8,35.8,0.59,3.02
3700,1,0,0,35.8,35.8,0.34,0.96
3750,1,0,0,33.4,33.4,0.39,1.64
3800,1,0,0,32.8,32.8,0.3,0.59
3850,1,0,0,34.4,34.4,0.21,0.53
3900,1,0,0,34.7,34.7,0.07,0.11
3950,1,0,0,33,33,0.15,0.56
4000,1,0,0,34.6,34.6,0.06,0.29
4050,1,0,0,33.8,33.8,0.001,0.01
4100,1,0,0,33.3,33.3,0.151,0.24
4150,1,0,0,33.9,33.9,0.051,0.14
4200,1,0,0,33,33,0.121,0.36
4250,1,0,0,33.3,33.3,0.191,0.4
4300,1,0,0,34.3,34.3,0.301,0.92
4350,1,0,0,33.3,33.3,0.221,0.51
4400,1,0,0,33,33,0.111,0.19
4450,1,0,0,32.4,32.4,0.051,0.18
4500,1,0,0,30.9,30.9,0.051,0.12
4550,1,0,0,30.8,30.8,0.131,0.32
4600,1,0,0,31,31,0.101,0.49
4650,1,0,0,31.5,31.5,0.031,0.09
4700,1,0,0,31.2,31.2,0.021,0.08
4750,1,0,0,30.9,30.9,0.001,0.03
4800,1,0,0,31.5,31.5,0.071,0.28
4850,1,0,0,31.7,31.7,0.211,0.97
4900,1,0,0,32.4,32.4,0.001,0.04
4950,1,0,0,30,30,0.031,0.06
5000,1,0,0,30,30,0.041,0.19
0,2,0,0,21.1,21.1,0.4,8
50,2,0,0,20,20,0.38,1.03
100,2,0,0,20.1,20.1,0.36,0.4
150,2,0,0,21,21,0.021,0.07
200,2,0,0,20.8,20.8,0.101,0.17
250,2,0,0,20,20,0.261,0.26
300,2,0,0,21,21,0.401,0.4
350,2,0,0,21.6,21.6,0.341,0.84
400,2,0,0,23,23,0.091,0.07
450,2,0,0,23.4,23.4,0.131,0.07
500,2,0,0,23,23,0.001,0
550,2,0,0,23.8,23.8,0.001,0.09
600,2,0,0,23.2,23.2,0.191,0.27
650,2,0,0,25,25,0.321,0.88
700,2,0,0,24.7,24.7,0.391,0.34
750,2,0,0,25,25,0.341,0.43
800,2,0,0,26,26,0.261,0.49
850,2,0,0,25.9,25.9,0.411,0.8
900,2,0,0,28.7,28.7,0.301,0.61
950,2,0,0,28.2,28.2,0.341,1.66
1000,2,0,0,29,29,0.311,0.94
1050,2,0,0,30,30,0.301,0.87
1100,2,0,0,29,29,0.291,0.66
1150,2,0,0,30,30,0.371,0.6
1200,2,0,0,29.7,29.7,0.461,1.71
1250,2,0,0,30.2,30.2,0.391,1.99
1300,2,0,0,31.6,31.6,0.551,1.48
1350,2,0,0,32,32,0.581,1.97
1400,2,0,0,33.5,33.5,0.561,2.18
1450,2,0,0,31,31,0.391,0.53
1500,2,0,0,31,31,0.301,0.89
1550,2,0,0,29.6,29.6,0.231,0.58
1600,2,0,0,27,27,0.221,0.83
1650,2,0,0,28.1,28.2,0.201,0.41
1700,2,0,0,26.6,26.6,0.281,0.84
1750,2,0,0,26.4,26.4,0.151,0.24
1800,2,0,0,26.2,26.2,0.431,0.78
1850,2,0,0,26.5,26.5,0.241,0.46
1900,2,0,0,25.5,25.5,0.211,0.5
1950,2,0,0,25.4,25.4,0.181,0.27
2000,2,0,0,25.5,25.5,0.261,0.39
2050,2,0,0,26.2,26.2,0.101,0.23
2100,2,0,0,26,26,0.141,0.17
2150,2,0,0,27.1,27.1,0.291,0.4
2200,2,0,0,26.8,26.8,0.361,0.57
2250,2,0,0,28.5,28.5,0.161,0.27
2300,2,0,0,27.2,27.2,0.091,0.28
2350,2,0,0,25.3,25.3,0.101,0.42
2400,2,0,0,26.2,26.2,0.111,0.23
2450,2,0,0,24.9,24.9,0.011,0.02
2500,2,0,0,26.3,26.3,0.091,0.16
2550,2,0,0,27.4,27.4,0.001,0.03
2600,2,0,0,27.5,27.5,0.131,0.29
2650,2,0,0,27.8,27.8,0.191,0.26
2700,2,0,0,27.1,27.1,0.201,0.33
2750,2,0,0,27.7,27.7,0.221,0.47
2800,2,0,0,25.3,25.3,0.261,0.3
2850,2,0,0,24.9,24.9,0.431,1.24
2900,2,0,0,24,24,0.381,0.47
2950,2,0,0,22.8,22.8,0.141,0.19
3000,2,0,0,22.7,22.7,0.061,0.12
3050,2,0,0,22.9,22.9,0.181,0.21
3100,2,0,0,21.1,21.1,0.181,0.24
3150,2,0,0,21,21,0.181,0.46
3200,2,0,0,22.1,22.1,0.201,0.13
3250,2,0,0,23,23,0.171,0.29
3300,2,0,0,23.1,23.1,0.141,0.16
3350,2,0,0,23,23,0.231,0.3
3400,2,0,0,23.4,23.4,0.281,0.82
3450,2,0,0,26,26,0.451,0.91
3500,2,0,0,25.9,25.9,0.521,1.31
3550,2,0,0,26.1,26.1,0.561,0.87
3600,2,0,0,26.1,26.1,0.501,1.31
3650,2,0,0,27.5,27.5,0.501,1.17
3700,2,0,0,26.8,26.8,0.601,1.88
3750,2,0,0,27,27,0.431,0.86
3800,2,0,0,28,28,0.601,1.69
3850,2,0,0,28,28,0.601,1.22
3900,2,0,0,27,27,0.661,1.67
3950,2,0,0,26.8,26.8,0.591,1.19
4000,2,0,0,26.8,26.8,0.621,1.04
4050,2,0,0,27.7,27.7,0.661,1.84
4100,2,0,0,28.6,28.6,0.541,1.7
4150,2,0,0,27.1,27.1,0.551,1.72
4200,2,0,0,25.9,25.9,0.411,0.42
4250,2,0,0,26.2,26.2,0.401,1.08
4300,2,0,0,27,27,0.441,1.16
4350,2,0,0,24.8,24.8,0.491,0.79
4400,2,0,0,25,25,0.481,1.29
4450,2,0,0,24.9,24.9,0.471,0.9
4500,2,0,0,24,24,0.331,0.7
4550,2,0,0,26.8,26.8,0.291,0.41
4600,2,0,0,23.9,23.9,0.231,0.32
4650,2,0,0,25.7,25.7,0.131,0.17
4700,2,0,0,26.2,26.2,0.431,0.96
4750,2,0,0,26.7,26.7,0.401,1.52
4800,2,0,0,28,28,0.501,1.18
4850,2,0,0,28.7,28.7,0.481,1.08
4900,2,0,0,29.9,29.9,0.531,1.17
4950,2,0,0,29.2,29.2,0.391,1.37
5000,2,0,0,29,29,0.531,1.32
0,3,0,0,19.7,19.7,0.4,8
50,3,0,0,21,21,0.62,1.28
100,3,0,0,21,21,0.72,0.87
150,3,0,0,20.7,20.7,0.62,0.67
200,3,0,0,19.5,19.5,0.55,0.64
250,3,0,0,20,20,0.4,0.36
300,3,0,0,20.1,20.1,0.64,1.14
350,3,0,0,19,19,0.68,0.71
400,3,0,0,20,20,0.8,0.73
450,3,0,0,19.4,19.4,0.82,0.8
500,3,0,0,20.2,20.2,0.73,0.61
550,3,0,0,19.4,19.4,0.66,0.91
600,3,0,0,19.5,19.5,0.6,0.49
650,3,0,0,20,20,0.57,0.88
700,3,0,0,20.2,20.2,0.64,0.4
750,3,0,0,20.6,20.7,0.61,1.06
800,3,0,0,24.4,24.4,0.68,1.22
850,3,0,0,22,22,0.7,0.93
900,3,0,0,21.7,21.7,0.7,0.94
950,3,0,0,23.1,23.1,0.65,1.69
1000,3,0,0,24.3,24.3,0.7,1.58
1050,3,0,0,23.9,23.9,0.68,1.62
1100,3,0,0,23.4,23.4,0.7,1.04
1150,3,0,0,25,25,0.69,1.61
1200,3,0,0,25.6,25.6,0.7,2.73
1250,3,0,0,25.1,25.1,0.8,1.8
1300,3,0,0,26.3,26.3,0.71,1.6
1350,3,0,0,25.1,25.1,0.7,1.37
1400,3,0,0,24,24,0.79,1.71
1450,3,0,0,22.5,22.5,0.87,1.7
1500,3,0,0,23,23,0.98,3.39
1550,3,0,0,22.7,22.7,0.9,2.26
1600,3,0,0,24,24,0.79,2.14
1650,3,0,0,24,24,0.93,2.5
1700,3,0,0,23.9,23.9,0.91,2.79
1750,3,0,0,24,24,0.98,1.97
1800,3,0,0,23,23,0.9,1.88
1850,3,0,0,21,21,0.88,3.16
1900,3,0,0,21.7,21.7,0.7,1.23
1950,3,0,0,22.4,22.4,0.83,1.63
2000,3,0,0,23,23,0.96,1.83
2050,3,0,0,23.2,23.2,1,2.6
2100,3,0,0,25.1,25.1,1,4.12
2150,3,0,0,25,25,1,1.77
2200,3,0,0,24.7,24.7,0.89,1.86
2250,3,0,0,25.3,25.3,0.92,4.1
2300,3,0,0,24.7,24.7,0.78,1.12
2350,3,0,0,24.2,24.2,0.94,2.46
2400,3,0,0,22.6,22.6,1,2.24
2450,3,0,0,21.3,21.3,1,1.74
2500,3,0,0,20.9,20.9,1,1.83
2550,3,0,0,20,20,1,0.9
2600,3,0,0,18.6,18.6,0.98,1.22
2650,3,0,0,18,18,0.97,0.96
2700,3,0,0,18.2,18.2,0.9,0.82
2750,3,0,0,18.8,18.8,0.89,0.64
2800,3,0,0,18.6,18.6,0.8,0.78
2850,3,0,0,18,18,0.68,0.34
2900,3,0,0,18.9,18.9,0.69,0.63
2950,3,0,0,21,21,0.62,1.27
3000,3,0,0,21.6,21.6,0.54,1.53
3050,3,0,0,18.9,18.9,0.91,0.87
3100,3,0,0,17.9,17.9,0.98,1.08
3150,3,0,0,18.5,18.8,1,1.14
3200,3,0,0,18.5,18.5,0.9,0.91
3250,3,0,0,21,21,0.97,1.52
3300,3,0,0,22,22,0.95,1.44
3350,3,0,0,19.9,19.9,0.8,1.46
3400,3,0,0,20.3,20.3,0.76,0.87
3450,3,0,0,21.1,21.1,0.73,0.93
3500,3,0,0,20.8,20.8,0.73,1.01
3550,3,0,0,20.5,20.5,0.74,1.68
3600,3,0,0,20.2,20.2,0.53,0.48
3650,3,0,0,22.2,22.2,0.8,1.7
3700,3,0,0,22.1,22.1,0.82,1.67
3750,3,0,0,21.5,21.5,0.94,1.68
3800,3,0,0,21.6,21.6,0.97,1.41
3850,3,0,0,22.1,22.1,0.9,2.6
3900,3,0,0,21,21,0.99,1.5
3950,3,0,0,21.8,21.8,0.94,1.66
4000,3,0,0,21,21,0.83,1.41
4050,3,0,0,19.5,19.5,0.78,1.48
4100,3,0,0,19.6,19.6,0.77,1.53
4150,3,0,0,21.1,21.1,0.81,0.64
4200,3,0,0,20,20,0.71,1.01
4250,3,0,0,18.2,18.2,0.7,0.49
4300,3,0,0,18.3,18.3,0.7,0.81
4350,3,0,0,17,17,0.73,0.63
4400,3,0,0,19,19,0.9,1.39
4450,3,0,0,18,18,0.97,1.72
4500,3,0,0,15,15,0.9,0.46
4550,3,0,0,15.2,15.2,0.88,0.44
4600,3,0,0,15,15,0.7,0.37
4650,3,0,0,15.1,15.1,0.78,0.52
4700,3,0,0,16.3,16.3,0.58,0.68
4750,3,0,0,17,17,0.67,0.44
4800,3,0,0,18.2,18.2,0.6,0.37
4850,3,0,0,18.9,18.9,0.7,0.87
4900,3,0,0,18.9,18.9,0.78,0.86
4950,3,0,0,19,19,0.91,1.43
5000,3,0,0,18.1,18.1,1,1.3
0,4,0,0,19.4,19.4,0.4,8
50,4,0,0,18.1,18.1,0.3,0.27
100,4,0,0,17.6,17.6,0.19,0.13
150,4,0,0,18.9,18.9,0.32,0.57
200,4,0,0,17.8,17.8,0.24,0.14
250,4,0,0,15.4,15.4,0.41,0.39
300,4,0,0,16,16,0.24,0.13
350,4,0,0,17.5,17.5,0.3,0.24
400,4,0,0,16.2,16.2,0.3,0.44
450,4,0,0,14.8,14.8,0.3,0.16
500,4,0,0,13.1,13.1,0.36,0.21
550,4,0,0,13.4,13.4,0.3,0.12
600,4,0,0,12.4,12.4,0.21,0.21
650,4,0,0,12.6,12.6,0.07,0.03
700,4,0,0,12.5,12.5,0.141,0.16
750,4,0,0,12.8,12.8,0.001,0.04
800,4,0,0,13,13,0.001,0
850,4,0,0,13.1,13.1,0.031,0.09
900,4,0,0,12,12,0.211,0.16
950,4,0,0,11.9,12,0.201,0.16
1000,4,0,0,12.4,12.4,0.271,0.11
1050,4,0,0,12.7,12.7,0.271,0.3
1100,4,0,0,11.7,11.7,0.321,0.14
1150,4,0,0,11,11,0.111,0.07
1200,4,0,0,11,11,0.041,0
1250,4,0,0,11,11,0.101,0.03
1300,4,0,0,11,11,0.031,0.01
1350,4,0,0,11.1,11.1,0.101,0.08
1400,4,0,0,11.1,11.1,0.201,0.07
1450,4,0,0,11.8,11.8,0.231,0.09
1500,4,0,0,10.4,10.4,0.091,0.02
1550,4,0,0,11.5,11.5,0.001,0.02
1600,4,0,0,11,11,0.011,0.06
1650,4,0,0,12.1,12.1,0.001,0.02
1700,4,0,0,9.7,9.7,0.051,0.04
1750,4,0,0,10,10,0.051,0
1800,4,0,0,8.4,8.6,0.061,0.03
1850,4,0,0,8.8,8.8,0.221,0.07
1900,4,0,0,8.8,8.8,0.231,0.03
1950,4,0,0,10,10,0.101,0.07
2000,4,0,0,7.6,7.6,0.011,0.01
2050,4,0,0,7,7,0.001,0.01
2100,4,0,0,6,6,0.011,0
2150,4,0,0,5.7,5.7,0.021,0
2200,4,0,0,5.1,5.1,0.011,0
2250,4,0,0,6,6,0.001,0.01
2300,4,0,0,5.8,5.8,0.051,0.01
2350,4,0,0,7.8,7.8,0.181,0.07
2400,4,0,0,7,7,0.101,0.02
2450,4,0,0,7.5,7.5,0.091,0.02
2500,4,0,0,5.6,6.1,0.291,0.03
2550,4,0,0,5,5,0.471,0.04
2600,4,0,0,6,6,0.581,0.08
2650,4,0,0,5.1,5.1,0.651,0.07
2700,4,0,0,2.5,2.5,0.681,0
2750,4,0,0,2,2.6,0.631,0
2800,4,0,0,1.1,1.5,0.771,0
2850,4,0,0,1.5,2,0.641,0
2900,4,0,0,1.2,1.5,0.781,0
2950,4,0,0,2.2,3.1,0.891,0
3000,4,0,0,3,4.4,0.96,0
3050,4,0,0,2.9,4.1,0.88,0
3100,4,0,0,1.5,2.9,1,0
3150,4,0,0,2.1,3.1,1,0
3200,4,0,0,2.1,3.9,0.97,0
3250,4,0,0,2.3,3.1,0.78,0
3300,4,0,0,5.1,5.2,0.79,0.02
3350,4,0,0,5.2,6.1,0.79,0.04
3400,4,0,0,5.6,6.1,0.69,0.03
3450,4,0,0,4.6,5,0.8,0.03
3500,4,0,0,2.6,4.1,0.99,0
3550,4,0,0,1.5,2.2,1,0
3600,4,0,0,1.6,3,0.98,0
3650,4,0,0,1.6,2.9,1,0
3700,4,0,0,1.2,2.3,0.95,0
3750,4,0,0,2.2,4.2,1,0
3800,4,0,0,3,4.1,0.84,0
3850,4,0,0,1.8,3.2,1,0
3900,4,0,0,1.4,2.7,0.98,0
3950,4,0,0,1.6,2.7,0.97,0
4000,4,0,0,3.2,4.5,0.8,0
4050,4,0,0,4,5,0.88,0.01
4100,4,0,0,3.2,5.1,0.9,0
4150,4,0,0,6.9,6.9,0.57,0.14
4200,4,0,0,6.4,6.4,0.47,0.1
4250,4,0,0,7.6,7.6,0.5,0.06
4300,4,0,0,6.8,6.8,0.49,0.1
4350,4,0,0,9.5,9.5,0.54,0.08
4400,4,0,0,9.2,9.2,0.52,0.17
4450,4,0,0,8,8,0.6,0.06
4500,4,0,0,7.3,7.4,0.6,0.14
4550,4,0,0,7.8,7.8,0.6,0.09
4600,4,0,0,7.9,7.9,0.62,0.1
4650,4,0,0,6.6,7,0.68,0.03
4700,4,0,0,7,7,0.6,0
4750,4,0,0,6.8,6.8,0.68,0.2
4800,4,0,0,8,8,0.72,0.12
4850,4,0,0,7,10.1,0.97,0.14
4900,4,0,0,8.5,8.7,0.9,0.06
4950,4,0,0,8.4,9,0.94,0.14
5000,4,0,0,9.4,9.5,0.87,0.16
0,5,0,0,19.7,19.7,0.4,8
50,5,0,0,18.3,18.3,0.5,0.18
100,5,0,0,19,19,0.46,0.72
150,5,0,0,19.9,19.9,0.5,0.5
200,5,0,0,18.6,18.6,0.36,0.2
250,5,0,0,18.1,18.1,0.3,0.19
300,5,0,0,18,18,0.24,0.3
350,5,0,0,18.3,18.3,0.21,0.24
400,5,0,0,20.7,20.7,0.061,0.07
450,5,0,0,20.3,20.3,0.011,0.06
500,5,0,0,18.3,18.3,0.051,0.12
550,5,0,0,18.4,18.4,0.091,0.06
600,5,0,0,17.3,17.3,0.121,0.11
650,5,0,0,15.6,15.6,0.101,0.16
700,5,0,0,16.9,16.9,0.011,0.02
750,5,0,0,15,15,0.001,0
800,5,0,0,14,14,0.011,0.03
850,5,0,0,13.7,13.7,0.031,0.07
900,5,0,0,14.5,14.5,0.011,0.01
950,5,0,0,15.7,15.7,0.001,0
1000,5,0,0,15,15,0.021,0.03
1050,5,0,0,13.8,13.8,0.061,0.02
1100,5,0,0,12.5,12.5,0.071,0.04
1150,5,0,0,12.6,12.6,0.121,0.01
1200,5,0,0,12.6,12.6,0.241,0.09
1250,5,0,0,11.2,11.2,0.301,0.08
1300,5,0,0,10.5,10.5,0.401,0.18
1350,5,0,0,11.3,11.3,0.511,0.14
1400,5,0,0,11.1,11.1,0.501,0.21
1450,5,0,0,10,10,0.571,0.19
1500,5,0,0,9.8,9.8,0.621,0.22
1550,5,0,0,10,10,0.731,0.14
1600,5,0,0,10.7,10.7,0.821,0.27
1650,5,0,0,9,9.1,0.531,0.13
1700,5,0,0,9.3,9.3,0.561,0.42
1750,5,0,0,9.9,9.9,0.601,0.04
1800,5,0,0,10.5,10.5,0.501,0.13
1850,5,0,0,11,11,0.651,0.29
1900,5,0,0,10,10,0.601,0.34
1950,5,0,0,7.2,7.8,0.821,0.04
2000,5,0,0,6.4,6.5,0.781,0.02
2050,5,0,0,8.7,8.7,0.581,0.13
2100,5,0,0,9,9,0.501,0.03
2150,5,0,0,8.5,8.5,0.261,0.12
2200,5,0,0,9.6,9.6,0.011,0.04
2250,5,0,0,9.7,9.7,0.031,0.01
2300,5,0,0,9.2,9.2,0.131,0.07
2350,5,0,0,9.2,9.2,0.081,0
2400,5,0,0,10,10,0.001,0
2450,5,0,0,10.7,10.7,0.001,0
2500,5,0,0,10.8,10.8,0.001,0
2550,5,0,0,11.3,11.3,0.091,0
2600,5,0,0,11.6,11.6,0.291,0.22
2650,5,0,0,11,11,0.201,0.02
2700,5,0,0,12,12,0.131,0.02
2750,5,0,0,11.9,11.9,0.051,0.06
2800,5,0,0,12.8,12.8,0.001,0.02
2850,5,0,0,14.3,14.3,0.211,0.29
2900,5,0,0,14.6,14.6,0.301,0.17
2950,5,0,0,15,15,0.341,0.56
3000,5,0,0,15.3,15.3,0.601,0.44
3050,5,0,0,15,15,0.551,0.32
3100,5,0,0,12.8,12.8,0.601,0.3
3150,5,0,0,14.8,14.8,0.701,0.53
3200,5,0,0,14.8,14.8,0.761,0.53
3250,5,0,0,13,13,0.801,0.38
3300,5,0,0,12.3,12.9,0.791,0.63
3350,5,0,0,13.2,13.2,0.801,0.2
3400,5,0,0,15.1,15.1,0.701,0.84
3450,5,0,0,13.8,13.8,0.571,0.58
3500,5,0,0,14.5,14.5,0.571,0.32
3550,5,0,0,11.8,11.8,0.421,0.22
3600,5,0,0,12.4,12.4,0.411,0.28
3650,5,0,0,11.9,12,0.511,0.12
3700,5,0,0,11.9,11.9,0.481,0.32
3750,5,0,0,12.7,12.7,0.441,0.31
3800,5,0,0,13.1,13.1,0.251,0.2
3850,5,0,0,13,13,0.311,0.2
3900,5,0,0,14.6,14.6,0.161,0.06
3950,5,0,0,15.3,15.3,0.151,0.07
4000,5,0,0,14.5,14.5,0.121,0.11
4050,5,0,0,15,15,0.081,0.01
4100,5,0,0,16.3,16.3,0.151,0.06
4150,5,0,0,16.1,16.1,0.091,0.17
4200,5,0,0,15.8,15.9,0.111,0.13
4250,5,0,0,16,16,0.201,0.16
4300,5,0,0,14.9,14.9,0.221,0.16
4350,5,0,0,11.9,11.9,0.301,0.18
4400,5,0,0,14,14,0.501,0.32
4450,5,0,0,14,14,0.371,0.21
4500,5,0,0,15.2,15.2,0.511,0.24
4550,5,0,0,13.1,13.1,0.491,0.17
4600,5,0,0,13.6,13.6,0.461,0.17
4650,5,0,0,14.4,14.4,0.531,0.38
4700,5,0,0,14.1,14.1,0.491,0.42
4750,5,0,0,11.8,11.8,0.601,0.23
4800,5,0,0,12.1,12.1,0.601,0.34
4850,5,0,0,12,12,0.501,0.12
4900,5,0,0,12,12,0.841,0.31
4950,5,0,0,12,12,0.501,0.52
5000,5,0,0,13,13,0.481,0.39
0,6,0,0,20.5,20.5,0.4,8
50,6,0,0,18.3,18.3,0.39,0.46
100,6,0,0,18,18,0.4,0.71
150,6,0,0,19,19,0.51,0.54
200,6,0,0,17.4,17.4,0.4,0.52
250,6,0,0,18,18,0.4,0.64
300,6,0,0,16,16,0.4,0.36
350,6,0,0,15.1,15.1,0.39,0.41
400,6,0,0,14.1,14.1,0.51,0.04
450,6,0,0,13.4,13.4,0.4,0.19
500,6,0,0,13.8,13.8,0.48,0.11
550,6,0,0,13.6,13.6,0.63,0.31
600,6,0,0,13.5,13.5,0.54,0.19
650,6,0,0,13.1,13.1,0.56,0.11
700,6,0,0,15,15,0.59,0.57
750,6,0,0,15.1,15.1,0.57,0.68
800,6,0,0,13.2,13.2,0.71,0.2
850,6,0,0,11.1,12.3,0.79,0.27
900,6,0,0,16,16,0.98,0.88
950,6,0,0,16,16,0.79,0.67
1000,6,0,0,16.2,16.2,1,0.67
1050,6,0,0,12.2,12.9,0.95,0.56
1100,6,0,0,12.8,12.8,0.83,0.44
1150,6,0,0,10.2,10.2,0.79,0.12
1200,6,0,0,11.1,11.1,0.8,0.34
1250,6,0,0,10.8,10.9,0.9,0.2
1300,6,0,0,7.6,11.8,1,0.24
1350,6,0,0,11.4,11.4,0.8,0.1
1400,6,0,0,13.7,13.7,0.82,0.54
1450,6,0,0,14,14,0.6,0.16
1500,6,0,0,13.6,13.6,0.64,0.42
1550,6,0,0,14.2,14.2,0.7,0.41
1600,6,0,0,13.1,13.1,0.83,0.33
1650,6,0,0,14.6,14.6,0.96,0.51
1700,6,0,0,13.3,14.2,0.98,0.54
1750,6,0,0,14.8,14.8,0.99,0.88
1800,6,0,0,15.2,15.2,0.83,0.43
1850,6,0,0,12,13,0.87,0.38
1900,6,0,0,9.8,12.2,0.99,0.18
1950,6,0,0,11.2,11.2,0.87,0.23
2000,6,0,0,9.9,9.9,0.74,0.1
2050,6,0,0,9.9,9.9,0.5,0.21
2100,6,0,0,10.1,10.1,0.37,0.21
2150,6,0,0,9,9,0.56,0.13
2200,6,0,0,6.5,6.5,0.61,0.07
2250,6,0,0,6,6,0.51,0.04
2300,6,0,0,7,7,0.51,0.08
2350,6,0,0,5.9,5.9,0.58,0.03
2400,6,0,0,8.7,8.7,0.49,0.12
2450,6,0,0,8.4,8.4,0.55,0.18
2500,6,0,0,7.6,7.6,0.63,0.03
2550,6,0,0,7.4,7.4,0.69,0.13
2600,6,0,0,7.9,7.9,0.69,0.27
2650,6,0,0,8.2,8.2,0.7,0.09
2700,6,0,0,8.8,9,0.66,0.08
2750,6,0,0,9,9,0.52,0.12
2800,6,0,0,9.1,9.1,0.55,0.12
2850,6,0,0,8.4,8.4,0.49,0.07
2900,6,0,0,7.1,7.1,0.54,0.04
2950,6,0,0,8.1,8.1,0.7,0.17
3000,6,0,0,5.5,8,1,0.11
3050,6,0,0,5.1,8.8,1,0.04
3100,6,0,0,9.1,9.1,0.73,0.06
3150,6,0,0,8.1,8.2,0.62,0.06
3200,6,0,0,8,8,0.66,0.09
3250,6,0,0,8.9,8.9,0.68,0.1
3300,6,0,0,9.1,9.1,0.73,0.13
3350,6,0,0,8.9,9,0.8,0.21
3400,6,0,0,8.8,8.8,0.8,0.29
3450,6,0,0,8.4,8.4,0.74,0.2
3500,6,0,0,11.7,11.7,0.48,0.29
3550,6,0,0,12.8,12.8,0.5,0.07
3600,6,0,0,13.1,13.1,0.67,0.34
3650,6,0,0,12.3,12.3,0.74,0.33
3700,6,0,0,10.7,10.7,0.69,0.14
3750,6,0,0,11.7,11.8,0.72,0.28
3800,6,0,0,11.4,11.5,0.7,0.34
3850,6,0,0,9,9,0.6,0.09
3900,6,0,0,8.9,8.9,0.7,0.2
3950,6,0,0,7.9,7.9,0.8,0.1
4000,6,0,0,8.8,8.8,0.7,0.23
4050,6,0,0,9.3,10.1,0.9,0.1
4100,6,0,0,8.9,9.6,0.92,0.19
4150,6,0,0,9.8,10.4,0.87,0.21
4200,6,0,0,13.1,13.1,0.81,0.48
4250,6,0,0,13.1,13.1,0.73,0.23
4300,6,0,0,14.9,14.9,0.81,0.53
